,Name,Address,Coordinates,Name + Address,second_best_match,second_best_score
2903,Magnolia Hotel,"4211 Mason Drive, Galveston","{'lat': 29.1411059, 'lng': -95.0434652}","Magnolia Hotel4211 Mason Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2905,Gorden House Leveling,"4127 Jackson, Galveston","{'lat': 29.1405638, 'lng': -95.0460013}","Gorden House Leveling4127 Jackson, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2906,Bayside Bungalow,"4127 Jackson, Galveston","{'lat': 29.1405487, 'lng': -95.04603499999999}","Bayside Bungalow4127 Jackson, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2907,Discovery Bayhouse,"21820 Deaf Smith Drive, Galveston","{'lat': 29.145512, 'lng': -95.0503054}","Discovery Bayhouse21820 Deaf Smith Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2908,Casa Marimar Galveston,"21827 Deaf Smith Drive, Galveston","{'lat': 29.1448335, 'lng': -95.0502793}","Casa Marimar Galveston21827 Deaf Smith Drive, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2909,Dat View Tho,"21822 Termini-San Luis Pass Road, Galveston","{'lat': 29.1385793, 'lng': -95.04497099999999}","Dat View Tho21822 Termini-San Luis Pass Road, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2910,Bahama Breeze Galveston,"22006 Deaf Smith Drive, Galveston","{'lat': 29.1444591, 'lng': -95.0520327}","Bahama Breeze Galveston22006 Deaf Smith Drive, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2911,Private,"22031 Guadalupe Drive, Galveston","{'lat': 29.1442297, 'lng': -95.0532951}","Private22031 Guadalupe Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2926,"Seaside Home Design, LLC","RR 4 Box 225D3, Galveston","{'lat': 29.1378712, 'lng': -95.0545954}","Seaside Home Design, LLCRR 4 Box 225D3, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2928,Sea Isle Supermarket,"22220 Termini-San Luis Pass Road, Galveston","{'lat': 29.1356232, 'lng': -95.0497056}","Sea Isle Supermarket22220 Termini-San Luis Pass Road, Galveston","Parking utmb365-379 11th Street, Galveston",86
2929,Island of Dreams Services,"Rt. 4 Box 225 C-11, Galveston. TX, Galveston","{'lat': 29.1329497, 'lng': -95.0522106}","Island of Dreams ServicesRt. 4 Box 225 C-11, Galveston. TX, Galveston","Parking utmb365-379 11th Street, Galveston",86
2930,Endless Summer,"22515 Bay Point Drive, Galveston","{'lat': 29.1380966, 'lng': -95.05715289999999}","Endless Summer22515 Bay Point Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2931,Palacio de la Costa,"22508 Bay Point Drive, Galveston","{'lat': 29.138416, 'lng': -95.056895}","Palacio de la Costa22508 Bay Point Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2932,Casa Pura Vida Galveston,"22811 Vida Street, Galveston","{'lat': 29.1355989, 'lng': -95.0593808}","Casa Pura Vida Galveston22811 Vida Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2935,Always Beachin’,"22325 Vista Del Mar, Galveston","{'lat': 29.135309, 'lng': -95.05150619999999}","Always Beachin’22325 Vista Del Mar, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2937,Chiquita Bay Vacation Rental,"22803 Chiquita Street, Galveston","{'lat': 29.1379743, 'lng': -95.06057349999999}","Chiquita Bay Vacation Rental22803 Chiquita Street, Galveston","UTMB 17E113-191 11th Street, Galveston",86
2938,Mikes bay house,"22903 Martes Street, Galveston","{'lat': 29.1367662, 'lng': -95.06104619999999}","Mikes bay house22903 Martes Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2939,Shore Fun,"22529 Kennedy Drive, Galveston","{'lat': 29.1327868, 'lng': -95.05247759999999}","Shore Fun22529 Kennedy Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2940,Melody Beach House,"22609 Kennedy Drive, Galveston","{'lat': 29.13252179999999, 'lng': -95.0528878}","Melody Beach House22609 Kennedy Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2941,Beach,"22501 Kennedy Drive, Galveston","{'lat': 29.1331316, 'lng': -95.0519419}","Beach22501 Kennedy Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2942,Terramar,"22918 Lunes Street, Galveston","{'lat': 29.1361209, 'lng': -95.0615029}","Terramar22918 Lunes Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2943,Sand Bar beach rental,"22427 Kennedy Drive, Galveston","{'lat': 29.1335529, 'lng': -95.05132019999999}","Sand Bar beach rental22427 Kennedy Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2944,The Gulf Goddess,"22304 Kennedy Drive, Galveston","{'lat': 29.1342839, 'lng': -95.050212}","The Gulf Goddess22304 Kennedy Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2946,Vacation rental,"23023 Cuadro Street, Galveston","{'lat': 29.133661, 'lng': -95.06130189999999}","Vacation rental23023 Cuadro Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2947,Pepper Pavilon,"Obra Drive, Galveston","{'lat': 29.1333137, 'lng': -95.0610392}","Pepper PavilonObra Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2948,Seek Peace Yoga Galveston,"23106 Fresca Street, Galveston","{'lat': 29.1306449, 'lng': -95.06011409999999}","Seek Peace Yoga Galveston23106 Fresca Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2949,Blue Heron Vacation Rental,"23123 Fresca Street, Galveston","{'lat': 29.1299171, 'lng': -95.0604893}","Blue Heron Vacation Rental23123 Fresca Street, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2961,Campa de Pesca,"3815 Tradewinds Drive, Galveston","{'lat': 29.1302135, 'lng': -95.0711697}","Campa de Pesca3815 Tradewinds Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2962,Hensley Electric,"4010 3rd Street, Galveston","{'lat': 29.127625, 'lng': -95.0696428}","Hensley Electric4010 3rd Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2963,A-B-Sea Cottage,"3929 4th Street, Galveston","{'lat': 29.12732029999999, 'lng': -95.0701777}","A-B-Sea Cottage3929 4th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2964,Galveston Construction Company,"Port Trinidad Road, Galveston","{'lat': 29.1308973, 'lng': -95.0673295}","Galveston Construction CompanyPort Trinidad Road, Galveston","UTMB 17E113-191 11th Street, Galveston",86
2965,Coral Cottage,"4018 1st Street, Galveston","{'lat': 29.1273832, 'lng': -95.06703209999999}","Coral Cottage4018 1st Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2966,Flying Sea - Galveston Island Home for rent,"3614 Port Trinidad Road, Galveston","{'lat': 29.13336709999999, 'lng': -95.07092089999999}","Flying Sea - Galveston Island Home for rent3614 Port Trinidad Road, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
2967,Seahorse Landing,"4103 7th Street, Galveston","{'lat': 29.1244058, 'lng': -95.07057359999999}","Seahorse Landing4103 7th Street, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2968,Sonrise Retreat,"23175 Fresca Street, Galveston","{'lat': 29.1293932, 'lng': -95.0626502}","Sonrise Retreat23175 Fresca Street, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2969,Galveston Golf Cart Rentals,"23500 Termini-San Luis Pass Road, Galveston","{'lat': 29.12242659999999, 'lng': -95.0702378}","Galveston Golf Cart Rentals23500 Termini-San Luis Pass Road, Galveston","Parking utmb365-379 11th Street, Galveston",86
2971,Sunny and Chair,"4123 Valer Drive, Galveston","{'lat': 29.1278854, 'lng': -95.0622848}","Sunny and Chair4123 Valer Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
2972,Galveston Beach House Rental- Beachfront Bliss,"23409A Termini-San Luis Pass Road, Galveston","{'lat': 29.1223602, 'lng': -95.0682921}","Galveston Beach House Rental- Beachfront Bliss23409A Termini-San Luis Pass Road, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
2973,Bare Feet Retreat,"23165 Gulf Drive, Galveston","{'lat': 29.126982, 'lng': -95.06128919999999}","Bare Feet Retreat23165 Gulf Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2975,Kokomo Beach House,"23149 Gulf Drive, Galveston","{'lat': 29.1273768, 'lng': -95.0606784}","Kokomo Beach House23149 Gulf Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2978,Coastal Decks & Cargo Lifts,"24039 Termini-San Luis Pass Road, Galveston","{'lat': 29.1203975, 'lng': -95.0713036}","Coastal Decks & Cargo Lifts24039 Termini-San Luis Pass Road, Galveston","Parking utmb365-379 11th Street, Galveston",86
2991,Kathy's Kottage,"4114 King Rail Circle, Galveston","{'lat': 29.10957800000001, 'lng': -95.09032769999999}","Kathy's Kottage4114 King Rail Circle, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2994,Aquarela Pointe San Luis,"25046 Sausalito Drive, Galveston","{'lat': 29.1140301, 'lng': -95.08565589999999}","Aquarela Pointe San Luis25046 Sausalito Drive, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
2995,Taj MaHollub,"25114 Sausalito Drive, Galveston","{'lat': 29.1137861, 'lng': -95.0861}","Taj MaHollub25114 Sausalito Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2996,Laguna San Luis,"25239 Sausalito Drive, Galveston","{'lat': 29.1132265, 'lng': -95.08819729999999}","Laguna San Luis25239 Sausalito Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2997,Sand Dollar,"25039 Sausalito Drive, Galveston","{'lat': 29.1139034, 'lng': -95.0851644}","Sand Dollar25039 Sausalito Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
2998,Coastal Sunrise-Coastal Waves Vacations,"25047 Sausalito Drive, Galveston","{'lat': 29.1137211, 'lng': -95.08531819999999}","Coastal Sunrise-Coastal Waves Vacations25047 Sausalito Drive, Galveston","Parking utmb365-379 11th Street, Galveston",86
2999,Blue Sky Cottage,"25111 Intrepid Lane, Galveston","{'lat': 29.1121382, 'lng': -95.0858598}","Blue Sky Cottage25111 Intrepid Lane, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3002,Sunset Kisses Cottage,"25411 Spotted Sandpiper Drive, Galveston","{'lat': 29.1104382, 'lng': -95.0900281}","Sunset Kisses Cottage25411 Spotted Sandpiper Drive, Galveston","UTMB 17E113-191 11th Street, Galveston",86
3003,The Rosy Spoonbill,"4130 Green Heron Drive, Galveston","{'lat': 29.1102862, 'lng': -95.0892551}","The Rosy Spoonbill4130 Green Heron Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3004,Playa San Luis,"25322 Intrepid Lane, Galveston","{'lat': 29.1102464, 'lng': -95.0879125}","Playa San Luis25322 Intrepid Lane, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3005,Casa Azul,"4134 Green Heron Drive, Galveston","{'lat': 29.1101533, 'lng': -95.08917369999999}","Casa Azul4134 Green Heron Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
3006,Salt Cedar Avenue Beach Access Point ,nan,nan,nan,GalvestonGalveston,60
3007,"Wasted Time Properties, L.LC.","4142 Green Heron Drive #3038, Galveston","{'lat': 29.1099375, 'lng': -95.0888889}","Wasted Time Properties, L.LC.4142 Green Heron Drive #3038, Galveston","Parking utmb365-379 11th Street, Galveston",86
3009,Casa Del Costa,"4119 King Rail Circle, Galveston","{'lat': 29.1098145, 'lng': -95.0897433}","Casa Del Costa4119 King Rail Circle, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3010,Searenity Pointe,"4150 Green Heron Drive, Galveston","{'lat': 29.1097186, 'lng': -95.0886855}","Searenity Pointe4150 Green Heron Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3011,pointe west beach rental,"4154 Green Heron Drive, Galveston","{'lat': 29.1096345, 'lng': -95.0885344}","pointe west beach rental4154 Green Heron Drive, Galveston","PointeWest.Rentals4150 Green Heron Drive, Galveston",91
3012,Family Tides,"4127 King Rail Circle, Galveston","{'lat': 29.109644, 'lng': -95.08945849999999}","Family Tides4127 King Rail Circle, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3013,Surf 31,"4131 King Rail Circle, Galveston","{'lat': 29.10955959999999, 'lng': -95.0892957}","Surf 314131 King Rail Circle, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
3014,Playa San Luis Subdivision - City of Galveston Beach Access Point ,nan,nan,nan,GalvestonGalveston,60
3015,Seas the moment PW,"4158 Green Heron Drive, Galveston","{'lat': 29.1094997, 'lng': -95.0884821}","Seas the moment PW4158 Green Heron Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3017,The Happy Mullet,"4207 Green Heron Drive, Galveston","{'lat': 29.1090008, 'lng': -95.0880868}","The Happy Mullet4207 Green Heron Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3018,Bluefin Galveston - Luxury Vacation Rental,"4119 Royal Tern Lane, Galveston","{'lat': 29.1091585, 'lng': -95.0904892}","Bluefin Galveston - Luxury Vacation Rental4119 Royal Tern Lane, Galveston","Parking utmb365-379 11th Street, Galveston",86
3019,Bluewater Beachhouse,"4142 King Rail Circle, Galveston","{'lat': 29.1089689, 'lng': -95.0893364}","Bluewater Beachhouse4142 King Rail Circle, Galveston","Port of Galveston Cruise Parking Terminal 10 North Lot1152 Royal Caribbean Circle, Galveston",86
3020,Sunrise Breeze,"4206 King Rail Circle, Galveston","{'lat': 29.108558, 'lng': -95.08941779999999}","Sunrise Breeze4206 King Rail Circle, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3021,La Mansión MariMar,"24459 Termini-San Luis Pass Road, Galveston","{'lat': 29.115747, 'lng': -95.0778648}","La Mansión MariMar24459 Termini-San Luis Pass Road, Galveston","UTMB 17E113-191 11th Street, Galveston",86
3022,Wine Down,"25530 Snowy Egret Drive, Galveston","{'lat': 29.1076807, 'lng': -95.0910452}","Wine Down25530 Snowy Egret Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3023,Family Tides-Coastal Waves Vacations,"25719 Spotted Sandpiper Drive, Galveston","{'lat': 29.1073234, 'lng': -95.0920847}","Family Tides-Coastal Waves Vacations25719 Spotted Sandpiper Drive, Galveston","East Beach Free ParkingApffel Park Road, Galveston",86
3024,Marriot,"25715 Bay Breeze Drive, Galveston","{'lat': 29.1101687, 'lng': -95.0977382}","Marriot25715 Bay Breeze Drive, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
3025,Serene Shores at Pointe West Resort,"25730 Spotted Sandpiper Drive, Galveston","{'lat': 29.106695, 'lng': -95.092046}","Serene Shores at Pointe West Resort25730 Spotted Sandpiper Drive, Galveston","East Beach Free ParkingApffel Park Road, Galveston",86
3026,Waterhouse Pointe West Residence I,"25631 Snowy Egret Drive, Galveston","{'lat': 29.10650579999999, 'lng': -95.09155369999999}","Waterhouse Pointe West Residence I25631 Snowy Egret Drive, Galveston","Parking utmb365-379 11th Street, Galveston",86
3027,Half Moon Beach & Stavanger Beach,"24087 Termini-San Luis Pass Road, Galveston","{'lat': 29.1169514, 'lng': -95.0747493}","Half Moon Beach & Stavanger Beach24087 Termini-San Luis Pass Road, Galveston","East Beach Free ParkingApffel Park Road, Galveston",86
3028,7 Palms,"25919 Glossy Ibis Way, Galveston","{'lat': 29.10563609999999, 'lng': -95.0959682}","7 Palms25919 Glossy Ibis Way, Galveston","3018 Texas Clipper Rd Parking3018 Texas Clipper Road, Galveston",86
3029,Galveston Luxury Vacation Rentals/ Heaven on Bay,"26122 Bay Breeze Drive, Galveston","{'lat': 29.1091723, 'lng': -95.10139029999999}","Galveston Luxury Vacation Rentals/ Heaven on Bay26122 Bay Breeze Drive, Galveston","602 Seawolf Pkwy Parking602 Seawolf Pkwy, Galveston",86
3051,Pointe West Resorts By AB Sea Resorts,"4231 Grassy Pointe Drive, Galveston","{'lat': 29.09942060000001, 'lng': -95.1018568}","Pointe West Resorts By AB Sea Resorts4231 Grassy Pointe Drive, Galveston","Parking utmb365-379 11th Street, Galveston",86
3052,Galveston Beach Condo,"4161 Pointe West Drive, Galveston","{'lat': 29.1023941, 'lng': -95.0980245}","Galveston Beach Condo4161 Pointe West Drive, Galveston","Pointe West Beach Club4161 Pointe West Drive, Galveston",87
3053,Bay Front Escape,"26731 Baywater Drive, Galveston","{'lat': 29.09918099999999, 'lng': -95.1075221}","Bay Front Escape26731 Baywater Drive, Galveston","UTMB - Public Parking, Galveston Hospitals200 University Boulevard, Galveston",86
3054,Arthur's Beach & Bay Vacation Rentals,"26570 Baywater Drive, Galveston","{'lat': 29.102259, 'lng': -95.1055512}","Arthur's Beach & Bay Vacation Rentals26570 Baywater Drive, Galveston","Parking utmb365-379 11th Street, Galveston",86
3055,Pointe West Beach Club,"4161 Pointe West Drive, Galveston","{'lat': 29.1023941, 'lng': -95.0980245}","Pointe West Beach Club4161 Pointe West Drive, Galveston","Galveston Beach Condo4161 Pointe West Drive, Galveston",87
